Date,Close,High,Low,Open,Volume
1980-12-12,0.09838945418596268,0.09881721068161238,0.09838945418596268,0.09838945418596268,469033600
1980-12-15,0.09325642883777618,0.09368418539130856,0.09325642883777618,0.09368418539130856,175884800
1980-12-16,0.08641164749860764,0.08683939855432278,0.08641164749860764,0.08683939855432278,105728000
1980-12-17,0.08855036646127701,0.08897812299787768,0.08855036646127701,0.08855036646127701,86441600
1980-12-18,0.09111768007278442,0.09154543099401138,0.09111768007278442,0.09111768007278442,73449600
1980-12-19,0.0966784656047821,0.09710622221537414,0.0966784656047821,0.0966784656047821,48630400
1980-12-22,0.1013837456703186,0.10181226753735857,0.1013837456703186,0.1013837456703186,37363200
1980-12-23,0.1056620329618454,0.10608978945223964,0.1056620329618454,0.1056620329618454,46950400
1980-12-24,0.11122292280197144,0.1116506796374772,0.11122292280197144,0.11122292280197144,48003200
1980-12-26,0.12148971110582352,0.1219174676858828,0.12148971110582352,0.12148971110582352,55574400
1980-12-29,0.12320078909397125,0.123628545893084,0.12320078909397125,0.12320078909397125,93161600
1980-12-30,0.12020641565322876,0.12063416067815802,0.12020641565322875,0.12063416067815802,68880000
1980-12-31,0.11678437888622284,0.11721213530472421,0.11678437888622284,0.11721213530472421,35750400
1981-01-02,0.1180676594376564,0.11892317243927937,0.11806765943765642,0.11806765943765642,21660800
1981-01-05,0.11550112813711166,0.11592887315886331,0.11550112813711166,0.11592887315886331,35728000
1981-01-06,0.1103673204779625,0.11079507696987112,0.1103673204779625,0.11079507696987112,45158400
1981-01-07,0.1056620329618454,0.10608978945223964,0.1056620329618454,0.10608978945223964,55686400
1981-01-08,0.10352326184511185,0.10395100686496098,0.10352326184511185,0.10395100686496098,39827200
1981-01-09,0.1090841144323349,0.10951187112818149,0.10908411443233491,0.10908411443233491,21504000
1981-01-12,0.10822857916355133,0.10908408086903157,0.10822857916355133,0.10908408086903157,23699200
1981-01-13,0.10437881946563721,0.10480657613861075,0.10437881946563721,0.10480657613861075,23049600
1981-01-14,0.1048065796494484,0.10523433633675103,0.1048065796494484,0.1048065796494484,14291200
1981-01-15,0.10694532096385956,0.10780082266989993,0.10694532096385956,0.10694532096385956,14067200
1981-01-16,0.10608983039855957,0.10651758705405033,0.10608983039855957,0.10651758705405033,13395200
1981-01-19,0.11250615119934082,0.11293390791817555,0.11250615119934082,0.11250615119934082,41574400
1981-01-20,0.1090841144323349,0.10951187112818149,0.10908411443233491,0.10951187112818149,30083200
1981-01-21,0.11122292280197144,0.11207842504998951,0.11122292280197144,0.11122292280197144,15904000
1981-01-22,0.11250615119934082,0.11336166463701028,0.11250615119934082,0.11250615119934082,35548800
1981-01-23,0.11207833141088486,0.11293384436713318,0.11207833141088486,0.11250608788900902,11222400
1981-01-26,0.1103673204779625,0.11079507696987112,0.1103673204779625,0.11079507696987112,24640000
1981-01-27,0.10951178520917892,0.11036728650668687,0.10951178520917892,0.11036728650668687,23699200
1981-01-28,0.10608983039855957,0.10651758705405033,0.10608983039855957,0.10651758705405033,28156800
1981-01-29,0.10224002599716187,0.10266778258007143,0.10224002599716187,0.10266778258007143,43904000
1981-01-30,0.0966784656047821,0.09753397882596616,0.0966784656047821,0.09753397882596616,46188800
1981-02-02,0.09111768007278442,0.09154543099401138,0.09111768007278442,0.09154543099401138,23766400
1981-02-03,0.09453970193862915,0.09496745282207623,0.09453970193862915,0.09453970193862915,19152000
1981-02-04,0.09796171635389328,0.09838946145817434,0.09796171635389328,0.09796171635389328,27865600
