Date,Close,High,Low,Open,Volume
2010-11-18,25.495914459228516,26.838199503899926,25.272201233339285,26.09994272933065,457044300
2010-11-19,25.548105239868164,25.727077465192558,24.690537697828624,25.46607926645596,107842000
2010-11-22,25.413888931274414,25.712172289800268,25.212546170818733,25.503373654365365,36650600
2010-11-23,24.794946670532227,25.346775306733385,24.750202885542468,25.316946116740215,31170200
2010-11-24,24.966461181640625,25.205089021192624,24.772577128755216,25.152889359082387,26138000
2010-11-26,25.205089569091797,25.212548289365813,24.765118946978586,24.91426206110766,12301200
2010-11-29,25.205089569091797,25.212548289365813,24.66071962048872,25.205089569091797,27776900
2010-11-30,25.50337028503418,25.540655344340557,24.87697161681693,25.003741387392147,57476900
2010-12-01,25.935888290405273,26.06266093593871,25.667431247787036,25.838947681979636,34633200
2010-12-02,25.86131477355957,26.08502799827637,25.73454214459699,26.040284215465817,23196100
2010-12-03,25.764373779296875,25.80165884617832,25.331861883069273,25.764373779296875,19395200
2010-12-06,25.712169647216797,25.935882854285943,25.65996999372292,25.712169647216797,11676500
2010-12-07,25.86131477355957,26.017913746394534,25.697257081255522,25.913514431171226,20823000
2010-12-08,25.68979835510254,25.898596962374263,25.600313644081467,25.80911225135319,12603900
2010-12-09,25.160354614257812,25.674895493561582,25.07086701768144,25.622695817893185,18402200
2010-12-10,25.21254539489746,25.346773897737005,25.00374392122041,25.242371738564493,11741700
2010-12-13,25.205089569091797,25.39151775058607,25.130519434361407,25.3244034914614,11029300
2010-12-14,25.272199630737305,25.294570098507233,24.944087109884435,25.15288572818464,15165600
2010-12-15,25.063404083251953,25.361687453845935,25.063404083251953,25.21254719088303,10182700
2010-12-16,25.063404083251953,25.24983225662376,25.026119017511228,25.033574892792107,9885700
2010-12-17,25.354230880737305,25.354230880737305,24.750202591556874,25.00374501415097,35681600
2010-12-20,25.175256729125977,25.391514071041357,25.160344980075433,25.287114759680243,12476400
2010-12-21,25.24237060546875,25.309484853875855,25.145430014733474,25.249829324551673,9012400
2010-12-22,26.040285110473633,26.062658424981876,25.003744952747645,25.14543218085022,20935100
2010-12-23,25.95825958251953,26.487714906018418,25.816572351816916,25.85385741712408,20529200
2010-12-27,25.80166244506836,26.017919845680495,25.49592030252552,25.659978033289025,7368300
2010-12-28,26.338565826416016,26.59956406903872,26.152137697494798,26.383309601437404,23489000
2010-12-29,26.860567092895508,27.069365702047428,26.28636807306003,26.450425748632366,20960800
2010-12-30,27.457134246826172,27.576448134014594,26.86056481088406,26.920220332144545,16980800
2010-12-31,27.486968994140625,27.561539121978768,27.27071164087477,27.47205439963939,6163900
2011-01-03,27.636112213134766,28.33708108969407,27.61373889895284,27.82999625314715,24874900
2011-01-04,28.26251220703125,28.329626463198576,27.352741811133736,27.665939776802485,32363400
2011-01-05,28.3892765045166,28.560790049376102,27.94185011311509,27.94185011311509,22503900
2011-01-06,29.00821876525879,29.4407305565686,28.389275995429276,28.516048605675863,38556900
2011-01-07,29.0678768157959,29.3288779326788,28.717390983391798,28.963477506909864,19901100
2011-01-10,28.75467872619629,29.35124823407011,28.665191166514365,29.33633364078979,18341600
2011-01-11,28.89636993408203,29.403454846950368,28.717397617029718,28.829255670770973,14856500
2011-01-12,28.799434661865234,29.358719400181638,28.613006415759767,29.045521312165707,16773900
2011-01-13,28.538423538208008,28.8665360810628,28.419109627654628,28.82925101739012,11358300
2011-01-14,28.486230850219727,28.687573656918904,28.366916910472295,28.47131625216771,5894200
2011-01-18,28.35944938659668,28.583165443268808,27.829994121097336,28.374363980019343,8918200
2011-01-19,27.889650344848633,28.284877083744842,27.78524819893807,28.173019064031617,12667700
2011-01-20,27.725589752197266,27.80761857871866,27.04699152097568,27.673390107077704,15844900
2011-01-21,27.770339965820312,28.225222286708497,27.457139177786583,27.8374542172084,9548500
2011-01-24,28.06862449645996,28.2326821944624,27.61373931175727,28.120824155884723,12202800
2011-01-25,28.635366439819336,28.702480691032505,28.12082289896239,28.22522221314555,12318700
2011-01-26,28.25503921508789,29.015666119225394,28.23266875588779,28.8963522623803,11534600
2011-01-27,28.836708068847656,29.04550955433656,28.359452407161235,28.486225042422515,13950000
2011-01-28,27.29308319091797,28.351996685087347,26.853112592049733,28.337082089995594,37134600
2011-01-31,27.211061477661133,27.628658827436723,26.763632088327657,27.509344892548185,13954800
2011-02-01,27.18122673034668,27.7628816885276,26.942598909315123,27.539168461894015,28091600
2011-02-02,26.607025146484375,27.26325301498242,26.53245502617067,27.18868005000097,17434700
2011-02-03,26.89039421081543,26.89039421081543,26.196881346978483,26.82327997093871,19350000
2011-02-04,27.285621643066406,27.39002094233608,26.76362230205047,27.032079268553954,11115000
2011-02-07,27.36766242980957,27.658489988987945,27.300548158870807,27.554090644120713,7328800
2011-02-08,27.50934600830078,27.62865994802858,27.143948312426957,27.569004400499036,6243000
2011-02-09,27.151397705078125,27.524254033269074,27.05445426324143,27.45713978040798,6399300
2011-02-10,26.75617027282715,27.32291062658025,26.487713267750642,26.972424776100592,11542400
2011-02-11,27.18122673034668,27.27071145206651,26.51008420577792,26.666683179954624,13508300
