Date,Close,High,Low,Open,Volume
1999-01-22,0.03760489076375961,0.04476720030332596,0.03557501920987287,0.040111514837721254,2714688000
1999-01-25,0.04154452681541443,0.04202127931401817,0.037604889070175215,0.0405891842926367,510480000
1999-01-26,0.03832092881202698,0.042857423315880556,0.03772406783925186,0.04202127079500529,343200000
1999-01-27,0.03820173814892769,0.039395456652290675,0.03629105694895854,0.03844011434456897,244368000
1999-01-28,0.038081634789705276,0.038440116154890895,0.03784325858283777,0.03820173994802339,227520000
1999-01-29,0.03629106655716896,0.038201748262999026,0.03629106655716896,0.03808164307853887,244032000
1999-02-01,0.03700801730155945,0.037246393482102506,0.0362910546503641,0.0362910546503641,154704000
1999-02-02,0.03414291515946388,0.037246399849691324,0.033068386346017074,0.03629106085462959,264096000
1999-02-03,0.034858960658311844,0.03533663183716461,0.033425950537228,0.033665245507967574,75120000
1999-02-04,0.036768727004528046,0.03772406586823927,0.03485895779323396,0.03533662893282665,181920000
1999-02-05,0.0378432497382164,0.03820173101961875,0.03641115530647342,0.037365578673499794,136848000
1999-02-08,0.036530330777168274,0.038201719623890906,0.036530330777168274,0.03808161452947128,154080000
1999-02-09,0.03509734198451042,0.03748477923196509,0.034619670782485304,0.03724639959681339,86976000
1999-02-10,0.034739769995212555,0.03605267479609812,0.03414290907787314,0.03509733597120289,148224000
1999-02-11,0.03772405534982681,0.039156149606750255,0.034858948073685246,0.034858948073685246,132240000
1999-02-12,0.039873138070106506,0.04011151432710947,0.03820174798264132,0.03820174798264132,109728000
1999-02-16,0.04011150449514389,0.04226056533266094,0.03605267778127257,0.04058917565487986,211008000
1999-02-17,0.03796243667602539,0.03963382604642435,0.03724638944940316,0.039156154974535985,67728000
1999-02-18,0.03855931758880615,0.03963384666110585,0.037484788516506454,0.03915617534076716,70704000
1999-02-19,0.039873138070106506,0.04058918560393021,0.03772407670582058,0.03820174798264132,75360000
1999-02-22,0.04011150449514389,0.04106684681461582,0.03796244365762684,0.04058917565487986,205248000
1999-02-23,0.04202127456665039,0.04285742716257505,0.038679413640046456,0.04106685091448412,138096000
1999-02-24,0.045364052057266235,0.050139841721879,0.044289523291049765,0.048229160400263864,612768000
1999-02-25,0.04393194615840912,0.048706819268480285,0.04321498018197486,0.047274721424947104,149136000
1999-02-26,0.0419020801782608,0.045841716727673405,0.04154451420510508,0.044409622140986045,172608000
1999-03-01,0.0421413816511631,0.04393196139624043,0.0401115103256147,0.04297661893790321,92160000
1999-03-02,0.04178289324045181,0.04226056438952754,0.04106684589812276,0.04202126943370513,55248000
1999-03-03,0.03891779109835625,0.04202127590114841,0.03867941486841474,0.04202127590114841,61392000
1999-03-04,0.038081634789705276,0.04106684824354135,0.0377240687716668,0.04082755327405227,57360000
